gene	transcript	branch
ENSG00000164104	ENST00000506267	0
ENSG00000164105	ENST00000296504	1
ENSG00000164106	ENST00000296506	1
ENSG00000164107	ENST00000359562	0
ENSG00000164109	ENST00000296509	0
ENSG00000164111	ENST00000515017	1
ENSG00000164112	ENST00000514885	3
ENSG00000164113	ENST00000388724	0
ENSG00000164114	ENST00000424373	0
ENSG00000164116	ENST00000509901	0
ENSG00000164117	ENST00000513696	0
ENSG00000164118	ENST00000296519	1
ENSG00000164120	ENST00000296522	0
ENSG00000164122	ENST00000296525	0
ENSG00000164123	ENST00000434826	3
ENSG00000164124	ENST00000511532	0
ENSG00000164125	ENST00000592057	0
ENSG00000164128	ENST00000515701	1
ENSG00000164129	ENST00000506953	1
ENSG00000164134	ENST00000398947	0
ENSG00000164136	ENST00000394159	3
ENSG00000164142	ENST00000435205	0
ENSG00000164144	ENST00000353617	1
ENSG00000164151	ENST00000296564	0
ENSG00000164161	ENST00000434550	0
ENSG00000164162	ENST00000513054	0
ENSG00000164163	ENST00000504292	0
ENSG00000164164	ENST00000514973	1
ENSG00000164167	ENST00000296581	0
ENSG00000164168	ENST00000296582	0
ENSG00000164169	ENST00000541232	0
ENSG00000164171	ENST00000510722	0
ENSG00000164172	ENST00000527216	1
ENSG00000164175	ENST00000345083	0
ENSG00000164176	ENST00000380138	0
ENSG00000164180	ENST00000509387	0
ENSG00000164181	ENST00000425382	0
ENSG00000164182	ENST00000502658	0
ENSG00000164185	ENST00000296600	1
ENSG00000164187	ENST00000296603	0
ENSG00000164188	ENST00000515759	3
ENSG00000164190	ENST00000513819	0
ENSG00000164197	ENST00000389100	0
ENSG00000164199	ENST00000425867	0
ENSG00000164209	ENST00000509442	0
ENSG00000164211	ENST00000509887	1
ENSG00000164219	ENST00000379615	0
ENSG00000164220	ENST00000296641	0
ENSG00000164221	ENST00000395557	1
ENSG00000164236	ENST00000504806	0
ENSG00000164237	ENST00000296658	0
ENSG00000164241	ENST00000296662	0
ENSG00000164244	ENST00000512635	0
ENSG00000164251	ENST00000514165	0
ENSG00000164252	ENST00000312916	0
ENSG00000164253	ENST00000506307	0
ENSG00000164256	ENST00000296682	5
ENSG00000164258	ENST00000506765	0
ENSG00000164265	ENST00000504320	3
ENSG00000164270	ENST00000314512	0
ENSG00000164283	ENST00000381405	0
ENSG00000164284	ENST00000416916	1
ENSG00000164287	ENST00000334206	1
ENSG00000164291	ENST00000512106	0
ENSG00000164292	ENST00000510313	0
ENSG00000164294	ENST00000515370	0
ENSG00000164299	ENST00000511881	5
ENSG00000164300	ENST00000507668	0
ENSG00000164303	ENST00000512353	0
ENSG00000164304	ENST00000512691	3
ENSG00000164305	ENST00000393588	0
ENSG00000164306	ENST00000508001	0
ENSG00000164307	ENST00000508227	0
ENSG00000164308	ENST00000508077	0
ENSG00000164309	ENST00000446378	0
ENSG00000164318	ENST00000514476	0
ENSG00000164323	ENST00000296775	0
ENSG00000164325	ENST00000296776	1
ENSG00000164326	ENST00000296777	0
ENSG00000164327	ENST00000514735	0
ENSG00000164329	ENST00000296783	0
ENSG00000164330	ENST00000517373	0
ENSG00000164331	ENST00000504641	0
ENSG00000164332	ENST00000296786	0
ENSG00000164334	ENST00000509264	5
ENSG00000164338	ENST00000296792	0
ENSG00000164342	ENST00000504367	0
ENSG00000164344	ENST00000511608	0
ENSG00000164346	ENST00000515524	0
ENSG00000164347	ENST00000506778	0
ENSG00000164362	ENST00000508104	0
ENSG00000164363	ENST00000324642	0
ENSG00000164366	ENST00000441693	0
ENSG00000164379	ENST00000296839	0
ENSG00000164385	ENST00000296847	3
ENSG00000164393	ENST00000398742	0
ENSG00000164398	ENST00000544770	0
ENSG00000164399	ENST00000296870	5
ENSG00000164400	ENST00000296871	4
ENSG00000164402	ENST00000453480	0
ENSG00000164403	ENST00000378676	0
ENSG00000164404	ENST00000296875	0
ENSG00000164405	ENST00000378665	0
ENSG00000164406	ENST00000296877	1
ENSG00000164411	ENST00000296882	0
ENSG00000164414	ENST00000544441	0
ENSG00000164418	ENST00000369134	1
ENSG00000164430	ENST00000370318	1
ENSG00000164434	ENST00000356535	0
ENSG00000164438	ENST00000296921	1
ENSG00000164440	ENST00000358430	1
ENSG00000164442	ENST00000367651	0
ENSG00000164451	ENST00000416171	1
ENSG00000164458	ENST00000461348	0
ENSG00000164463	ENST00000522692	0
ENSG00000164465	ENST00000296955	0
ENSG00000164466	ENST00000321442	0
ENSG00000164483	ENST00000324172	2
ENSG00000164484	ENST00000392429	0
ENSG00000164485	ENST00000349184	3
ENSG00000164488	ENST00000366795	0
ENSG00000164494	ENST00000369037	0
ENSG00000164500	ENST00000297001	1
ENSG00000164506	ENST00000179882	0
ENSG00000164508	ENST00000297012	5
ENSG00000164509	ENST00000297015	3
ENSG00000164512	ENST00000434982	1
ENSG00000164520	ENST00000531073	5
ENSG00000164530	ENST00000373674	1
ENSG00000164532	ENST00000408931	0
ENSG00000164535	ENST00000421761	0
ENSG00000164542	ENST00000431396	0
ENSG00000164543	ENST00000319357	0
ENSG00000164548	ENST00000448549	0
ENSG00000164556	ENST00000409072	8
ENSG00000164574	ENST00000377657	0
ENSG00000164576	ENST00000426761	0
ENSG00000164587	ENST00000519855	0
ENSG00000164588	ENST00000303230	1
ENSG00000164591	ENST00000517768	3
ENSG00000164597	ENST00000605888	0
ENSG00000164600	ENST00000297142	0
ENSG00000164603	ENST00000297145	0
ENSG00000164604	ENST00000501255	0
ENSG00000164609	ENST00000520664	0
ENSG00000164610	ENST00000448915	0
ENSG00000164611	ENST00000517480	2
ENSG00000164615	ENST00000297156	0
ENSG00000164619	ENST00000426693	0
ENSG00000164620	ENST00000444782	1
ENSG00000164626	ENST00000359534	0
ENSG00000164627	ENST00000373213	0
ENSG00000164631	ENST00000394917	5
ENSG00000164638	ENST00000406453	0
ENSG00000164645	ENST00000297203	3
ENSG00000164647	ENST00000412573	1
ENSG00000164649	ENST00000356195	0
ENSG00000164651	ENST00000361443	0
ENSG00000164654	ENST00000445169	0
ENSG00000164659	ENST00000398276	0
ENSG00000164663	ENST00000297229	0
ENSG00000164674	ENST00000297239	0
ENSG00000164675	ENST00000434450	0
ENSG00000164683	ENST00000518733	0
ENSG00000164684	ENST00000519936	0
ENSG00000164687	ENST00000297258	1
ENSG00000164690	ENST00000435425	0
ENSG00000164691	ENST00000338313	0
ENSG00000164692	ENST00000297268	0
ENSG00000164694	ENST00000297267	0
ENSG00000164695	ENST00000297265	0
ENSG00000164707	ENST00000354042	0
ENSG00000164708	ENST00000297283	0
ENSG00000164713	ENST00000297290	0
ENSG00000164715	ENST00000297293	0
ENSG00000164729	ENST00000297307	12
ENSG00000164733	ENST00000534149	0
ENSG00000164736	ENST00000297316	1
ENSG00000164741	ENST00000503161	0
ENSG00000164742	ENST00000432715	0
ENSG00000164743	ENST00000297324	3
ENSG00000164744	ENST00000412142	3
ENSG00000164746	ENST00000539619	1
ENSG00000164749	ENST00000396423	1
ENSG00000164751	ENST00000357039	0
ENSG00000164754	ENST00000522699	0
ENSG00000164756	ENST00000427715	1
ENSG00000164758	ENST00000522839	0
ENSG00000164761	ENST00000297350	1
ENSG00000164764	ENST00000297354	0
ENSG00000164776	ENST00000537360	0
ENSG00000164778	ENST00000297375	0
ENSG00000164794	ENST00000297404	0
ENSG00000164796	ENST00000352409	0
ENSG00000164808	ENST00000522117	1
ENSG00000164815	ENST00000545943	0
ENSG00000164818	ENST00000313147	0
ENSG00000164821	ENST00000297435	7
ENSG00000164823	ENST00000520659	0
ENSG00000164828	ENST00000429178	0
ENSG00000164830	ENST00000445937	0
ENSG00000164841	ENST00000297459	0
ENSG00000164849	ENST00000297468	0
ENSG00000164850	ENST00000401670	0
ENSG00000164853	ENST00000316333	0
ENSG00000164855	ENST00000431208	0
ENSG00000164867	ENST00000467517	1
ENSG00000164871	ENST00000317900	12
ENSG00000164877	ENST00000413446	0
ENSG00000164879	ENST00000285381	1
ENSG00000164880	ENST00000389470	0
ENSG00000164885	ENST00000297518	0
ENSG00000164889	ENST00000463414	0
ENSG00000164893	ENST00000419776	1
ENSG00000164896	ENST00000540185	0
ENSG00000164897	ENST00000476627	2
ENSG00000164898	ENST00000297534	0
ENSG00000164900	ENST00000297537	4
ENSG00000164902	ENST00000297540	1
ENSG00000164904	ENST00000458249	1
ENSG00000164916	ENST00000446823	0
ENSG00000164919	ENST00000523016	3
ENSG00000164920	ENST00000457907	0
ENSG00000164924	ENST00000523938	0
ENSG00000164929	ENST00000309982	0
ENSG00000164930	ENST00000540287	0
ENSG00000164932	ENST00000520880	0
ENSG00000164933	ENST00000543107	0
ENSG00000164934	ENST00000519682	0
ENSG00000164935	ENST00000517991	0
ENSG00000164938	ENST00000378776	1
ENSG00000164941	ENST00000520315	0
ENSG00000164944	ENST00000421249	0
ENSG00000164946	ENST00000380881	0
ENSG00000164949	ENST00000523433	0
ENSG00000164951	ENST00000396200	0
ENSG00000164953	ENST00000323130	0
ENSG00000164961	ENST00000523297	0
ENSG00000164967	ENST00000297613	2
ENSG00000164970	ENST00000445726	0
ENSG00000164972	ENST00000444429	2
ENSG00000164975	ENST00000380821	0
ENSG00000164976	ENST00000297625	0
ENSG00000164978	ENST00000379155	0
ENSG00000164983	ENST00000297632	0
ENSG00000164985	ENST00000397519	0
ENSG00000164989	ENST00000380701	0
ENSG00000165006	ENST00000540348	0
ENSG00000165023	ENST00000375765	1
ENSG00000165025	ENST00000375746	0
ENSG00000165028	ENST00000460936	1
ENSG00000165029	ENST00000374733	0
ENSG00000165030	ENST00000297689	0
ENSG00000165046	ENST00000527710	0
ENSG00000165055	ENST00000462662	10
ENSG00000165059	ENST00000377276	8
ENSG00000165060	ENST00000484259	2
ENSG00000165061	ENST00000523542	0
ENSG00000165066	ENST00000518699	0
ENSG00000165071	ENST00000519304	2
ENSG00000165072	ENST00000377182	0
ENSG00000165076	ENST00000452758	4
ENSG00000165078	ENST00000297769	0
ENSG00000165084	ENST00000539993	0
ENSG00000165091	ENST00000297784	1
ENSG00000165092	ENST00000446946	1
ENSG00000165097	ENST00000397244	0
ENSG00000165102	ENST00000521576	0
ENSG00000165105	ENST00000376447	0
ENSG00000165113	ENST00000376371	0
ENSG00000165115	ENST00000334204	0
ENSG00000165118	ENST00000376344	0
ENSG00000165119	ENST00000472778	0
ENSG00000165120	ENST00000297819	3
ENSG00000165124	ENST00000302728	0
ENSG00000165125	ENST00000431833	0
ENSG00000165131	ENST00000458732	4
ENSG00000165138	ENST00000375018	0
ENSG00000165140	ENST00000415431	0
ENSG00000165152	ENST00000374847	0
ENSG00000165156	ENST00000297857	0
ENSG00000165164	ENST00000297866	1
ENSG00000165168	ENST00000536160	1
ENSG00000165169	ENST00000378581	3
ENSG00000165171	ENST00000458679	2
ENSG00000165175	ENST00000378474	0
ENSG00000165181	ENST00000394779	0
ENSG00000165182	ENST00000379211	1
ENSG00000165185	ENST00000536272	0
ENSG00000165186	ENST00000379361	0
ENSG00000165192	ENST00000380470	0
ENSG00000165194	ENST00000255531	0
ENSG00000165195	ENST00000428964	0
ENSG00000165197	ENST00000297904	0
ENSG00000165202	ENST00000297913	4
ENSG00000165204	ENST00000277309	4
ENSG00000165209	ENST00000447404	0
ENSG00000165215	ENST00000395145	0
ENSG00000165219	ENST00000467750	0
ENSG00000165233	ENST00000466409	1
ENSG00000165238	ENST00000453718	0
ENSG00000165240	ENST00000350425	0
ENSG00000165244	ENST00000375256	0
ENSG00000165259	ENST00000297977	0
ENSG00000165264	ENST00000379847	0
ENSG00000165271	ENST00000455041	0
ENSG00000165272	ENST00000297991	0
ENSG00000165275	ENST00000537911	1
ENSG00000165280	ENST00000417448	0
ENSG00000165282	ENST00000361778	0
ENSG00000165283	ENST00000452248	0
ENSG00000165288	ENST00000373275	0
ENSG00000165300	ENST00000325089	0
ENSG00000165304	ENST00000541717	0
ENSG00000165309	ENST00000376528	0
ENSG00000165312	ENST00000376495	0
ENSG00000165322	ENST00000375245	0
ENSG00000165323	ENST00000298047	0
ENSG00000165325	ENST00000298050	1
ENSG00000165338	ENST00000536715	0
ENSG00000165349	ENST00000374299	0
ENSG00000165355	ENST00000554190	0
ENSG00000165359	ENST00000370752	0
ENSG00000165370	ENST00000298110	0
ENSG00000165376	ENST00000540876	1
ENSG00000165379	ENST00000554171	0
ENSG00000165383	ENST00000374160	0
ENSG00000165388	ENST00000586537	0
ENSG00000165389	ENST00000298130	0
ENSG00000165390	ENST00000456111	13
ENSG00000165392	ENST00000298139	1
ENSG00000165406	ENST00000319836	0
ENSG00000165409	ENST00000541158	0
ENSG00000165410	ENST00000556161	0
ENSG00000165416	ENST00000343788	0
ENSG00000165417	ENST00000434192	0
ENSG00000165424	ENST00000372336	0
ENSG00000165434	ENST00000298198	0
ENSG00000165443	ENST00000433653	0
ENSG00000165449	ENST00000395348	0
ENSG00000165457	ENST00000541003	3
ENSG00000165458	ENST00000535985	0
ENSG00000165462	ENST00000298231	0
ENSG00000165471	ENST00000373968	1
ENSG00000165474	ENST00000382848	0
ENSG00000165475	ENST00000382812	0
ENSG00000165476	ENST00000298249	0
ENSG00000165478	ENST00000298251	0
ENSG00000165480	ENST00000465471	3
ENSG00000165487	ENST00000382374	0
ENSG00000165490	ENST00000525388	1
ENSG00000165494	ENST00000530906	0
ENSG00000165495	ENST00000298282	0
ENSG00000165496	ENST00000298283	5
ENSG00000165501	ENST00000540712	0
ENSG00000165502	ENST00000298289	5
ENSG00000165506	ENST00000298292	0
ENSG00000165507	ENST00000448778	3
ENSG00000165509	ENST00000298296	5
ENSG00000165511	ENST00000298298	5
ENSG00000165512	ENST00000298299	4
ENSG00000165516	ENST00000557247	0
ENSG00000165521	ENST00000352093	0
ENSG00000165525	ENST00000554626	0
ENSG00000165526	ENST00000532674	0
ENSG00000165527	ENST00000298316	0
ENSG00000165533	ENST00000555057	0
ENSG00000165548	ENST00000298351	0
ENSG00000165553	ENST00000298352	0
ENSG00000165555	ENST00000298358	1
ENSG00000165556	ENST00000381020	1
ENSG00000165566	ENST00000381853	0
ENSG00000165568	ENST00000487985	4
ENSG00000165572	ENST00000379485	5
ENSG00000165584	ENST00000298396	11
ENSG00000165588	ENST00000555804	0
ENSG00000165591	ENST00000374900	0
ENSG00000165606	ENST00000374139	0
ENSG00000165609	ENST00000537776	1
ENSG00000165617	ENST00000541264	0
ENSG00000165621	ENST00000541038	0
ENSG00000165623	ENST00000378681	3
ENSG00000165626	ENST00000396898	0
ENSG00000165629	ENST00000541227	0
ENSG00000165630	ENST00000378572	0
ENSG00000165632	ENST00000344293	0
ENSG00000165633	ENST00000298454	0
ENSG00000165637	ENST00000535553	0
ENSG00000165643	ENST00000298466	3
ENSG00000165644	ENST00000469299	0
ENSG00000165646	ENST00000298472	0
ENSG00000165650	ENST00000334464	0
ENSG00000165655	ENST00000535216	0
ENSG00000165659	ENST00000305425	0
ENSG00000165660	ENST00000298492	0
ENSG00000165661	ENST00000358701	1
ENSG00000165669	ENST00000369172	1
ENSG00000165671	ENST00000503056	0
ENSG00000165672	ENST00000298510	0
ENSG00000165675	ENST00000394363	0
ENSG00000165678	ENST00000372134	0
ENSG00000165682	ENST00000348658	3
ENSG00000165684	ENST00000298532	1
ENSG00000165685	ENST00000536952	1
ENSG00000165688	ENST00000399219	0
ENSG00000165689	ENST00000417512	1
ENSG00000165694	ENST00000370879	0
ENSG00000165695	ENST00000298545	1
ENSG00000165698	ENST00000350499	1
ENSG00000165699	ENST00000545250	0
ENSG00000165702	ENST00000534944	0
ENSG00000165704	ENST00000298556	0
ENSG00000165714	ENST00000542728	0
ENSG00000165716	ENST00000371692	0
ENSG00000165724	ENST00000298585	0
ENSG00000165730	ENST00000298596	0
ENSG00000165731	ENST00000355710	0
ENSG00000165732	ENST00000354185	0
ENSG00000165733	ENST00000374518	0
ENSG00000165752	ENST00000368625	0
ENSG00000165757	ENST00000375377	0
ENSG00000165762	ENST00000298642	4
ENSG00000165775	ENST00000456179	3
ENSG00000165782	ENST00000556093	0
ENSG00000165792	ENST00000553564	1
ENSG00000165794	ENST00000554422	1
ENSG00000165795	ENST00000553593	0
ENSG00000165799	ENST00000298690	4
ENSG00000165801	ENST00000555038	0
ENSG00000165802	ENST00000265663	0
ENSG00000165804	ENST00000421093	0
ENSG00000165805	ENST00000551163	3
ENSG00000165806	ENST00000452490	0
ENSG00000165807	ENST00000557202	3
ENSG00000165810	ENST00000376842	4
ENSG00000165813	ENST00000369287	0
ENSG00000165816	ENST00000392982	0
ENSG00000165819	ENST00000377543	0
ENSG00000165828	ENST00000458230	5
ENSG00000165832	ENST00000298746	0
ENSG00000165837	ENST00000298738	2
ENSG00000165841	ENST00000371321	4
ENSG00000165861	ENST00000555072	0
ENSG00000165863	ENST00000588184	3
ENSG00000165868	ENST00000468935	0
ENSG00000165886	ENST00000370664	0
ENSG00000165887	ENST00000370655	1
ENSG00000165891	ENST00000551058	1
ENSG00000165895	ENST00000531183	0
ENSG00000165898	ENST00000554924	0
ENSG00000165899	ENST00000458043	0
ENSG00000165905	ENST00000389968	0
ENSG00000165912	ENST00000533686	0
ENSG00000165914	ENST00000557292	0
ENSG00000165915	ENST00000354884	0
ENSG00000165916	ENST00000526993	1
ENSG00000165917	ENST00000529341	0
ENSG00000165923	ENST00000357610	0
ENSG00000165929	ENST00000556590	0
ENSG00000165934	ENST00000555244	0
ENSG00000165935	ENST00000416383	5
ENSG00000165943	ENST00000298894	5
ENSG00000165948	ENST00000553664	6
ENSG00000165949	ENST00000555744	5
ENSG00000165953	ENST00000556881	2
ENSG00000165959	ENST00000555615	0
ENSG00000165966	ENST00000298919	0
ENSG00000165970	ENST00000525748	0
ENSG00000165972	ENST00000344280	3
ENSG00000165973	ENST00000532434	0
ENSG00000165983	ENST00000535784	0
ENSG00000165985	ENST00000298943	0
ENSG00000165995	ENST00000377328	0
ENSG00000165996	ENST00000361271	0
ENSG00000165997	ENST00000377275	0
ENSG00000166002	ENST00000526869	0
ENSG00000166004	ENST00000344196	0
ENSG00000166006	ENST00000298972	1
ENSG00000166008	ENST00000523516	5
ENSG00000166012	ENST00000534770	1
ENSG00000166016	ENST00000435224	0
ENSG00000166024	ENST00000314594	1
ENSG00000166025	ENST00000433060	1
ENSG00000166033	ENST00000368984	0
ENSG00000166035	ENST00000433326	0
ENSG00000166037	ENST00000535497	1
ENSG00000166046	ENST00000548428	1
ENSG00000166049	ENST00000370357	3
ENSG00000166068	ENST00000299084	0
ENSG00000166069	ENST00000540944	4
ENSG00000166073	ENST00000543580	0
ENSG00000166086	ENST00000529443	0
ENSG00000166090	ENST00000329715	4
ENSG00000166091	ENST00000382809	1
ENSG00000166105	ENST00000389887	3
ENSG00000166106	ENST00000299164	0
ENSG00000166111	ENST00000299134	0
ENSG00000166118	ENST00000299140	3
ENSG00000166123	ENST00000340124	1
ENSG00000166126	ENST00000299155	2
ENSG00000166128	ENST00000448330	1
ENSG00000166130	ENST00000299157	0
ENSG00000166133	ENST00000315616	0
ENSG00000166135	ENST00000526476	0
ENSG00000166136	ENST00000531258	0
ENSG00000166140	ENST00000561768	0
ENSG00000166143	ENST00000427255	3
ENSG00000166145	ENST00000431806	0
ENSG00000166147	ENST00000537463	0
ENSG00000166148	ENST00000550940	0
ENSG00000166152	ENST00000299191	3
ENSG00000166153	ENST00000549249	0
ENSG00000166157	ENST00000328758	13
ENSG00000166159	ENST00000543818	0
ENSG00000166164	ENST00000562383	0
ENSG00000166165	ENST00000557530	0
ENSG00000166166	ENST00000299202	0
ENSG00000166167	ENST00000393441	1
ENSG00000166169	ENST00000454524	0
ENSG00000166170	ENST00000299204	0
ENSG00000166171	ENST00000370148	0
ENSG00000166173	ENST00000299213	0
ENSG00000166181	ENST00000526394	0
ENSG00000166183	ENST00000546892	1
ENSG00000166188	ENST00000299237	0
ENSG00000166189	ENST00000299238	0
ENSG00000166192	ENST00000544171	0
ENSG00000166197	ENST00000603742	0
ENSG00000166199	ENST00000530803	1
ENSG00000166200	ENST00000561248	0
ENSG00000166206	ENST00000555094	0
ENSG00000166211	ENST00000551346	1
ENSG00000166220	ENST00000545575	3
ENSG00000166224	ENST00000373202	0
ENSG00000166225	ENST00000397997	0
ENSG00000166226	ENST00000543146	0
ENSG00000166228	ENST00000299299	1
ENSG00000166233	ENST00000561770	0
ENSG00000166246	ENST00000299320	1
ENSG00000166250	ENST00000448775	0
ENSG00000166257	ENST00000299333	0
ENSG00000166260	ENST00000571584	0
ENSG00000166261	ENST00000529691	4
ENSG00000166262	ENST00000559573	0
ENSG00000166263	ENST00000376352	0
ENSG00000166265	ENST00000435845	5
ENSG00000166266	ENST00000532782	0
ENSG00000166268	ENST00000535034	1
ENSG00000166272	ENST00000448841	0
ENSG00000166275	ENST00000339834	0
ENSG00000166278	ENST00000383177	1
ENSG00000166289	ENST00000586888	0
ENSG00000166292	ENST00000424486	0
ENSG00000166295	ENST00000299381	0
ENSG00000166311	ENST00000526280	0
ENSG00000166313	ENST00000389906	0
ENSG00000166317	ENST00000606523	0
ENSG00000166321	ENST00000537969	0
ENSG00000166323	ENST00000527531	0
ENSG00000166326	ENST00000299413	1
ENSG00000166329	ENST00000299415	4
ENSG00000166333	ENST00000396751	0
ENSG00000166337	ENST00000299424	0
ENSG00000166340	ENST00000528571	0
ENSG00000166341	ENST00000299441	0
ENSG00000166342	ENST00000397929	0
ENSG00000166343	ENST00000299432	0
ENSG00000166347	ENST00000397914	1
ENSG00000166348	ENST00000413442	0
ENSG00000166349	ENST00000299440	0
ENSG00000166351	ENST00000299443	12
ENSG00000166352	ENST00000334307	2
ENSG00000166359	ENST00000361680	1
ENSG00000166363	ENST00000379831	6
ENSG00000166368	ENST00000299459	5
ENSG00000166377	ENST00000458297	0
ENSG00000166387	ENST00000528883	0
ENSG00000166391	ENST00000526712	0
ENSG00000166394	ENST00000299497	0
ENSG00000166396	ENST00000431370	3
ENSG00000166398	ENST00000588338	0
ENSG00000166401	ENST00000542677	4
ENSG00000166402	ENST00000299506	0
ENSG00000166405	ENST00000539720	0
ENSG00000166407	ENST00000428101	0
ENSG00000166411	ENST00000559205	0
ENSG00000166415	ENST00000560036	1
ENSG00000166426	ENST00000299529	0
ENSG00000166428	ENST00000553861	0
ENSG00000166432	ENST00000458570	5
ENSG00000166435	ENST00000527087	1
ENSG00000166436	ENST00000299550	0
ENSG00000166439	ENST00000299563	0
ENSG00000166441	ENST00000530913	0
ENSG00000166444	ENST00000526126	0
ENSG00000166446	ENST00000561616	0
ENSG00000166450	ENST00000389286	0
ENSG00000166451	ENST00000562943	1
ENSG00000166452	ENST00000529942	2
ENSG00000166454	ENST00000566488	0
ENSG00000166455	ENST00000299578	3
ENSG00000166471	ENST00000533723	0
ENSG00000166477	ENST00000299601	0
ENSG00000166478	ENST00000299606	0
ENSG00000166479	ENST00000299608	0
ENSG00000166482	ENST00000299610	0
ENSG00000166483	ENST00000450114	0
ENSG00000166484	ENST00000581260	0
ENSG00000166501	ENST00000472066	0
ENSG00000166503	ENST00000562702	0
ENSG00000166507	ENST00000603027	0
ENSG00000166508	ENST00000425308	0
ENSG00000166509	ENST00000575655	0
ENSG00000166510	ENST00000432185	3
ENSG00000166523	ENST00000299663	3
ENSG00000166526	ENST00000413658	4
ENSG00000166527	ENST00000299665	3
ENSG00000166529	ENST00000292450	4
ENSG00000166532	ENST00000357529	2
ENSG00000166535	ENST00000545692	0
ENSG00000166546	ENST00000561796	0
ENSG00000166548	ENST00000417693	0
ENSG00000166557	ENST00000543455	4
ENSG00000166558	ENST00000299709	0
ENSG00000166562	ENST00000588875	1
ENSG00000166569	ENST00000299721	0
ENSG00000166573	ENST00000299727	0
ENSG00000166575	ENST00000535167	0
ENSG00000166578	ENST00000546692	1
ENSG00000166579	ENST00000402554	0
ENSG00000166582	ENST00000299736	0
ENSG00000166589	ENST00000567009	0
ENSG00000166592	ENST00000299759	0
ENSG00000166595	ENST00000567511	0
ENSG00000166596	ENST00000299764	0
ENSG00000166598	ENST00000550595	0
ENSG00000166603	ENST00000299766	1
ENSG00000166619	ENST00000432507	0
ENSG00000166634	ENST00000269491	1
ENSG00000166669	ENST00000535850	3
ENSG00000166670	ENST00000279441	1
ENSG00000166676	ENST00000572102	0
ENSG00000166681	ENST00000361298	5
ENSG00000166682	ENST00000538770	0
ENSG00000166685	ENST00000582672	0
ENSG00000166689	ENST00000532079	0
ENSG00000166704	ENST00000551380	3
ENSG00000166707	ENST00000537356	5
ENSG00000166710	ENST00000544417	0
ENSG00000166716	ENST00000299927	0
ENSG00000166734	ENST00000360824	1
ENSG00000166736	ENST00000535865	0
ENSG00000166741	ENST00000535401	1
ENSG00000166743	ENST00000219151	4
ENSG00000166747	ENST00000563259	0
ENSG00000166748	ENST00000389298	2
ENSG00000166762	ENST00000450810	4
ENSG00000166780	ENST00000566490	0
ENSG00000166783	ENST00000549219	0
ENSG00000166788	ENST00000529318	0
ENSG00000166793	ENST00000544993	2
ENSG00000166794	ENST00000300026	0
ENSG00000166796	ENST00000535809	4
ENSG00000166797	ENST00000557835	0
ENSG00000166800	ENST00000396213	3
ENSG00000166801	ENST00000527629	3
ENSG00000166803	ENST00000300035	0
ENSG00000166813	ENST00000394412	0
ENSG00000166816	ENST00000569876	0
ENSG00000166819	ENST00000300055	1
ENSG00000166821	ENST00000559170	0
ENSG00000166822	ENST00000569276	0
ENSG00000166823	ENST00000300057	0
ENSG00000166825	ENST00000560030	0
ENSG00000166828	ENST00000300061	1
ENSG00000166831	ENST00000300069	0
ENSG00000166833	ENST00000311043	0
ENSG00000166839	ENST00000395720	0
ENSG00000166840	ENST00000530774	10
ENSG00000166845	ENST00000300091	1
ENSG00000166847	ENST00000566053	0
ENSG00000166848	ENST00000300086	0
ENSG00000166851	ENST00000568568	0
ENSG00000166855	ENST00000559218	0
ENSG00000166856	ENST00000300098	0
ENSG00000166860	ENST00000300101	0
ENSG00000166862	ENST00000300105	0
ENSG00000166863	ENST00000415231	0
ENSG00000166866	ENST00000544473	0
ENSG00000166869	ENST00000300113	4
ENSG00000166881	ENST00000554340	0
ENSG00000166884	ENST00000300127	3
ENSG00000166886	ENST00000357680	0
ENSG00000166887	ENST00000348544	0
ENSG00000166888	ENST00000300134	1
ENSG00000166889	ENST00000300146	0
ENSG00000166896	ENST00000300145	0
ENSG00000166897	ENST00000402918	0
ENSG00000166900	ENST00000337979	0
ENSG00000166902	ENST00000300151	0
ENSG00000166908	ENST00000548264	0
ENSG00000166912	ENST00000564787	0
ENSG00000166913	ENST00000445830	0
ENSG00000166920	ENST00000396650	2
ENSG00000166922	ENST00000471027	0
ENSG00000166923	ENST00000322805	0
ENSG00000166924	ENST00000423930	0
ENSG00000166925	ENST00000300181	0
ENSG00000166926	ENST00000300182	9
ENSG00000166927	ENST00000358246	5
ENSG00000166928	ENST00000395001	4
ENSG00000166930	ENST00000528093	4
ENSG00000166938	ENST00000441424	0
ENSG00000166946	ENST00000562553	1
ENSG00000166947	ENST00000568508	1
ENSG00000166948	ENST00000381423	0
ENSG00000166949	ENST00000560424	0
ENSG00000166959	ENST00000525458	3
ENSG00000166960	ENST00000579947	0
ENSG00000166961	ENST00000405633	3
ENSG00000166963	ENST00000382031	0
ENSG00000166965	ENST00000556333	0
ENSG00000166971	ENST00000565408	0
ENSG00000166974	ENST00000413393	0
ENSG00000166979	ENST00000382699	0
ENSG00000166984	ENST00000283507	2
ENSG00000166986	ENST00000552914	0
ENSG00000166997	ENST00000262932	0
ENSG00000167004	ENST00000538521	0
ENSG00000167005	ENST00000568822	0
ENSG00000167011	ENST00000443096	0
ENSG00000167014	ENST00000340827	3
ENSG00000167034	ENST00000380871	0
ENSG00000167037	ENST00000400359	0
ENSG00000167046	ENST00000370520	5
ENSG00000167065	ENST00000342474	1
