paralog_pair,PC9_GI_score_rank,PC9_GI_score,PC9_GI_fdr,HeLa_GI_score_rank,HeLa_GI_score,HeLa_GI_fdr,target1,target2,target1_ensembl_id,target1_chr,target1_start_pos,target2_ensembl_id,target2_hgnc_symbol,target2_chr,target2_start_pos,PC9_target1_TPM,PC9_target2_TPM,PC9_target1_essential,PC9_target2_essential,PC9_target1_cn,PC9_target2_cn,PC9_DKO_expected_CS,PC9_DKO_observed_CS,PC9_GI_pval,HeLa_target1_TPM,HeLa_target2_TPM,HeLa_target1_cn,HeLa_target2_cn,HeLa_DKO_expected_CS,HeLa_DKO_observed_CS,HeLa_GI_pval,PC9_GI_flag,HeLa_GI_flag,GI_flag,same_chr,same_chr_dist,proximity
ATP8B1|ATP8B4,908,0.289736901,0.338520492,576,-0.024004543,0.855038127,ATP8B1,ATP8B4,ENSG00000081923,18,57646426,ENSG00000104043,ATP8B4,15,49858238,28.257,0.842,FALSE,FALSE,2.106999062,1.751096406,-0.113655188,0.216082508,0.15151257,1.711975601,3.053449019,1.870128272,2.350880445,-0.009263047,-0.015948417,0.747283887,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ST8SIA4|ST8SIA2,990,0.441147569,0.338654065,973,0.287672801,0.246959053,ST8SIA4,ST8SIA2,ENSG00000113532,5,100806933,ENSG00000140557,ST8SIA2,15,92393881,0.801,0,FALSE,FALSE,2.021497731,1.973947559,-0.540614344,0.01800066,0.152098573,0,0,2.123188446,2.36074808,-0.177400987,0.148083711,0.082479529,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SRSF9|SRSF1,192,-0.310735041,0.338654065,880,0.165904994,0.92251666,SRSF9,SRSF1,ENSG00000111786,12,120461672,ENSG00000136450,SRSF1,17,58000919,154.837,148.061,FALSE,TRUE,1.952614887,2.040078197,-2.792228175,-2.576967345,0.152247018,149.7723132,223.9366293,1.853817714,2.097636225,-4.863529598,-4.088665318,0.851760528,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
UHRF2|UHRF1,153,-0.377575563,0.338654065,250,-0.20724018,0.502706522,UHRF2,UHRF1,ENSG00000147854,9,6413151,ENSG00000276043,UHRF1,19,4903080,18.48,12.357,FALSE,FALSE,1.670844827,1.67,-1.510878868,-1.594944088,0.152558724,22.24290687,31.12218331,2.735197645,1.792894047,-1.654929859,-1.644276281,0.297231332,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
INTS6L|INTS6,133,-0.425960662,0.340360453,854,0.137848402,0.552092261,INTS6L,INTS6,ENSG00000165359,X,135520643,ENSG00000102786,INTS6,13,51354077,NA,13.619,FALSE,TRUE,2.119908605,2.028496582,-1.641339448,-1.750119253,0.153687216,NA,16.63427039,1.558875951,1.81988871,0.475453677,0.571543766,0.35063511,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
RHEBL1|RHEB,795,0.172963275,0.340360453,858,0.140698791,0.660447689,RHEBL1,RHEB,ENSG00000167550,12,49064676,ENSG00000106615,RHEB,7,151466012,6.64,237.585,FALSE,FALSE,2.010152424,2.30267392,-2.451604206,-1.814447211,0.153988321,4.3821465,166.5598948,2.130217161,1.847156255,-0.843637522,-0.583925635,0.467841556,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
RPL39L|RPL39,875,0.249421007,0.343795951,894,0.176543263,0.400040242,RPL39L,RPL39,ENSG00000163923,3,187120948,ENSG00000198918,RPL39,X,119786504,159.712,10222.715,FALSE,TRUE,2.465851544,2.119908605,-0.992980492,-0.544015616,0.156120526,80.16900667,5047.977249,1.851571752,1.870490223,-1.114558269,-0.785981971,0.193851238,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
MFN2|MFN1,788,0.169899652,0.343795951,75,-0.544020118,0.012013634,MFN2,MFN1,ENSG00000116688,1,11980181,ENSG00000171109,MFN1,3,179347709,26.668,39.337,TRUE,FALSE,1.691197067,2.465851544,-1.751117264,-1.244118882,0.15670704,35.52988168,30.04900457,2.10030234,1.851571752,-0.802440031,-1.232468221,4.55E-04,neither_in_PC9,SL_in_HeLa,synthetic_lethal,FALSE,NA,diff_chr
TPST2|TPST1,283,-0.207013199,0.343795951,545,-0.040523702,0.745610819,TPST2,TPST1,ENSG00000128294,22,26521996,ENSG00000169902,TPST1,7,66205317,8.962,6.436,FALSE,FALSE,2.002040625,1.992939003,0.369950137,0.115193324,0.156804442,7.141748961,24.65755902,1.850038447,2.179274848,-0.112164166,-0.122827062,0.577071763,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SDF2L1|SDF2,357,-0.153829688,0.343795951,767,0.07869007,0.690675437,SDF2L1,SDF2,ENSG00000128228,22,21642302,ENSG00000132581,SDF2,17,28648346,26.492,107.624,FALSE,FALSE,1.654369313,2.0024102,-0.451640905,-0.504146326,0.156877764,18.56343692,56.72516169,1.841071293,2.110646728,-0.787138001,-0.596321021,0.502919007,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
JRKL|TIGD2,303,-0.194738805,0.346271456,331,-0.145894627,0.33931893,JRKL,TIGD2,ENSG00000183340,11,96389989,ENSG00000180346,TIGD2,4,89111500,14.135,3.15,FALSE,FALSE,2.593353083,1.72224339,0.351956402,0.11273873,0.158343549,12.57152232,6.86067834,2.174706219,1.864597159,-0.12030072,-0.235342854,0.145940084,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SPOCK3|SPOCK1,901,0.278574024,0.346312642,414,-0.105280706,0.545854521,SPOCK3,SPOCK1,ENSG00000196104,4,166733384,ENSG00000152377,SPOCK1,5,136975298,1.113,2.023,FALSE,FALSE,1.771014555,2.009115283,-0.164990584,0.16289843,0.158749018,3.053449019,55.71586264,1.868019886,2.123188446,0.010619935,-0.079764945,0.341291565,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
RALYL|RALY,773,0.159694192,0.346312642,785,0.088122371,0.400040242,RALYL,RALY,ENSG00000184672,8,84182787,ENSG00000125970,RALY,20,33993646,0,151.13,FALSE,FALSE,2.373907618,2.070746529,-0.754028467,-0.438145397,0.159227153,0,118.4457149,1.886996305,NA,-0.642928553,-0.460255583,0.19380415,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
BEX2|BEX1,296,-0.201232498,0.346312642,174,-0.284527603,0.057150714,BEX2,BEX1,ENSG00000133134,X,103309346,ENSG00000133169,BEX1,X,103062651,4.155,0.122,FALSE,FALSE,1.743411031,1.743411031,0.113218261,-0.089176919,0.159371061,1.073178735,0,1.870490223,1.870490223,0.245319629,-0.052917448,0.007324169,neither_in_PC9,neither_in_HeLa,neither,TRUE,246695,less_than_1Mb
KDM6A|UTY,830,0.203967701,0.347022288,945,0.240013829,0.237709112,KDM6A,UTY,ENSG00000147050,X,44873177,ENSG00000183878,UTY,Y,13248379,6.572,0,FALSE,FALSE,1.367818258,NA,0.636359185,0.744246532,0.16020418,7.065093337,0,1.881602365,NA,0.304415449,0.52351718,0.077082372,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
GDF11|MSTN,804,0.180952094,0.347022288,758,0.073980908,0.770087868,GDF11,MSTN,ENSG00000135414,12,55743122,ENSG00000138379,MSTN,2,190055700,2.254,0.041,FALSE,FALSE,2.010152424,1.693639999,-0.384290953,-0.114234436,0.160371465,14.99895041,0.038327812,2.136816973,2.156848546,-0.212912861,-0.096791852,0.616688641,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
DGKZ|DGKI,766,0.156022345,0.350044443,556,-0.033853582,0.781272389,DGKZ,DGKI,ENSG00000149091,11,46332905,ENSG00000157680,DGKI,7,137381037,23.586,0,FALSE,FALSE,2.414449824,2.338136232,-0.564475777,-0.286656626,0.162331644,14.44958511,0.293846558,2.114193651,2.145597302,0.055359752,0.030949088,0.635703064,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
WDR5B|WDR5,761,0.150182674,0.350044443,366,-0.129282585,0.510040966,WDR5B,WDR5,ENSG00000196981,3,122411846,ENSG00000196363,WDR5,9,134135365,4.915,30.09,FALSE,TRUE,1.816174759,2.019098853,-0.643585697,-0.357252666,0.162447809,8.725965188,90.40253246,1.841537811,2.554660968,-1.011130126,-1.000985544,0.306345914,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
FEM1C|FEM1A,889,0.26901197,0.352781363,744,0.067339748,0.687893783,FEM1C,FEM1A,ENSG00000145780,5,115520908,ENSG00000141965,FEM1A,19,4791734,9.424,1.059,FALSE,FALSE,2.021497731,1.67,-0.819374769,-0.382317615,0.164060459,5.81305148,2.325220592,2.123188446,1.792894047,-0.309179003,-0.187966196,0.498889957,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
USP9Y|USP9X,209,-0.289791052,0.354539017,207,-0.254558831,0.144912026,USP9Y,USP9X,ENSG00000114374,Y,12537650,ENSG00000124486,USP9X,X,41085445,0,9.491,FALSE,TRUE,NA,1.367818258,-0.010204531,-0.278764674,0.165222066,0,23.06056686,NA,1.881602365,-0.183598667,-0.399590224,0.030811392,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SETSIP|SET,834,0.206421504,0.357139075,964,0.271641061,0.028806966,SETSIP,SET,ENSG00000230667,1,92074533,ENSG00000119335,SET,9,128683424,NA,441.074,FALSE,TRUE,2.713670811,2.084513491,-0.841327243,-0.462877541,0.166780481,NA,1114.496116,2.133826584,2.592948914,-0.494483751,-0.146384607,0.002054114,neither_in_PC9,buffering_in_HeLa,buffering,FALSE,NA,diff_chr
KCTD3|SHKBP1,212,-0.2874371,0.358029208,814,0.105204227,0.486641447,KCTD3,SHKBP1,ENSG00000136636,1,215567304,ENSG00000160410,SHKBP1,19,40576853,37.993,35.793,FALSE,FALSE,2.029110572,1.922429783,-0.362430948,-0.564729863,0.167543766,67.30363779,36.99911447,2.088393315,1.837000274,-0.047803723,0.079417031,0.280173182,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
LTF|TF,968,0.375370706,0.358198799,415,-0.104748278,0.619475607,LTF,TF,ENSG00000012223,3,46435645,ENSG00000091513,TF,3,133746040,0.38,0.625,FALSE,FALSE,1.984185386,1.816174759,-1.318513264,-0.684534656,0.168426201,0.204414997,0,2.115430017,1.868862627,-0.627364117,-0.639458795,0.422890205,neither_in_PC9,neither_in_HeLa,neither,TRUE,87310395,greater_than_1Mb
SERP2|SERP1,819,0.193474128,0.358198799,458,-0.081544149,0.648048419,SERP2,SERP1,ENSG00000151778,13,44373665,ENSG00000120742,SERP1,3,150541998,0,72.13,FALSE,FALSE,1.792064597,1.816174759,-0.12840512,0.107746002,0.168641022,0,76.37455329,1.81988871,1.868862627,-0.354047001,-0.376249559,0.451746374,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PLCB3|PLCB1,822,0.194279071,0.358198799,334,-0.145564892,0.528821138,PLCB3,PLCB1,ENSG00000149782,11,64251523,ENSG00000182621,PLCB1,20,8077251,14.04,0.679,FALSE,FALSE,2.32861398,2.070746529,-0.344240828,-0.068123952,0.168699327,18.47400536,3.462279013,2.128025749,1.569473258,-0.597795431,-0.654310568,0.326317179,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ATF2|ATF7,828,0.198837498,0.358198799,876,0.159234421,0.456442229,ATF2,ATF7,ENSG00000115966,2,175072250,ENSG00000170653,ATF7,12,53507856,34.449,8.093,FALSE,FALSE,2.862259343,2.010152424,-1.209310034,-0.771678256,0.169014191,23.08611873,16.50651102,1.865016765,2.114116423,-1.428396395,-1.078878213,0.249465744,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
TRIB2|TRIB1,816,0.190787462,0.362489925,357,-0.13386428,0.257817791,TRIB2,TRIB1,ENSG00000071575,2,12716889,ENSG00000173334,TRIB1,8,125430358,38.278,76.298,FALSE,FALSE,2.194032413,2.374240018,-0.134368691,0.100177783,0.171940088,1.23926592,19.16390598,1.85340354,1.851866936,0.692551437,0.490468876,0.089749999,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
P2RY4|P2RY2,307,-0.192934418,0.362489925,810,0.103648951,0.436046378,P2RY4,P2RY2,ENSG00000186912,X,70258170,ENSG00000175591,P2RY2,11,73218298,0.068,3.979,FALSE,FALSE,1.743411031,2.32861398,0.38782158,0.143900988,0.171993747,0,0.166087185,1.870490223,2.128025749,-0.250963397,-0.10053673,0.229453531,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
GAPDHS|GAPDH,867,0.243010182,0.362489925,811,0.103783544,0.841926745,GAPDHS,GAPDH,ENSG00000105679,19,35533455,ENSG00000111640,GAPDH,12,6534512,0.19,7679.522,FALSE,TRUE,1.922429783,2.338675232,-2.134736588,-1.485024531,0.172328025,0.19163906,8097.938438,1.82805586,2.151568316,-2.257954869,-1.862780617,0.725855291,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ARFIP1|ARFIP2,798,0.173778685,0.362489925,764,0.076460152,0.637741187,ARFIP1,ARFIP2,ENSG00000164144,4,152779937,ENSG00000132254,ARFIP2,11,6474683,19.743,68.436,FALSE,FALSE,1.771014555,1.822045412,-0.008606884,0.186112836,0.17304448,22.90725561,105.6058979,1.836942259,2.126619228,-0.26237835,-0.137749222,0.443942166,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
CHD2|CHD1,285,-0.204741728,0.362489925,282,-0.182374188,0.257817791,CHD2,CHD1,ENSG00000173575,15,92900189,ENSG00000153922,CHD1,5,98853985,30.457,28.719,FALSE,FALSE,1.973947559,2.021497731,-0.02675868,-0.207265946,0.173363422,25.34745964,35.40212231,2.36074808,2.123188446,-0.378085724,-0.498188472,0.089652159,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
LGI2|LGI1,787,0.169869813,0.362489925,893,0.176057374,0.3701232,LGI2,LGI1,ENSG00000153012,4,24998847,ENSG00000108231,LGI1,10,93757840,0,0,FALSE,FALSE,1.983637062,1.667483926,-0.085875086,0.118955154,0.173402552,0.344950308,0,1.878186949,1.890075733,-0.024775822,0.170491429,0.167161477,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
LLGL2|LLGL1,726,0.118566997,0.362489925,838,0.120823072,0.5422954,LLGL2,LLGL1,ENSG00000073350,17,75525080,ENSG00000131899,LLGL1,17,18225635,25.596,9.587,FALSE,FALSE,2.040078197,2.0024102,-0.478734436,-0.253927375,0.173502459,4.995391491,8.43211863,2.097636225,2.110646728,-0.937232449,-0.685988891,0.33801325,neither_in_PC9,neither_in_HeLa,neither,TRUE,57299445,greater_than_1Mb
RASGRF2|RASGRF1,926,0.312678352,0.364151895,768,0.07940111,0.745610819,RASGRF2,RASGRF1,ENSG00000113319,5,80960363,ENSG00000058335,RASGRF1,15,78959947,0.149,0.407,FALSE,FALSE,2.021497731,1.973947559,-0.771780511,-0.299692385,0.174752065,0.293846558,0.089431561,2.125604499,2.350693187,-0.393596104,-0.250033141,0.576744092,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
CHRNA5|CHRNB3,255,-0.23883326,0.364151895,791,0.091128013,0.72978004,CHRNA5,CHRNB3,ENSG00000169684,15,78565520,ENSG00000147432,CHRNB3,8,42697366,15.317,0,FALSE,FALSE,1.973947559,1.697902304,0.274770956,0.005463206,0.175005037,16.86423726,0,2.350693187,1.85731661,0.015757283,0.121154979,0.548231726,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PRKCH|PRKCE,748,0.140225717,0.365196823,759,0.074093097,0.606811288,PRKCH,PRKCE,ENSG00000027075,14,61187559,ENSG00000171132,PRKCE,2,45651345,25.093,3.883,FALSE,FALSE,2.202025082,2.535552672,0.012303274,0.169676128,0.176181508,4.407698375,2.606291213,1.897510051,1.86154616,-0.367858268,-0.232740257,0.408861198,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
NPBWR2|NPBWR1,842,0.213443773,0.365196823,722,0.052882468,0.767656228,NPBWR2,NPBWR1,ENSG00000125522,20,64105820,ENSG00000183729,NPBWR1,8,52938431,0,0.095,FALSE,FALSE,2.434157032,1.703270204,-0.271010131,0.010984612,0.176216331,0,0.459933743,2.39929486,1.839149637,-1.113217255,-0.908465196,0.610398496,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
DOC2B|DOC2A,872,0.245348782,0.367127578,907,0.185914405,0.213876187,DOC2B,DOC2A,ENSG00000272636,17,142789,ENSG00000149927,DOC2A,16,30005514,0,3.544,FALSE,FALSE,2.127605953,2.308315057,0.076132835,0.327047642,0.177513912,0,1.814183099,NA,2.13500606,-0.325079081,-0.083353708,0.063539916,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PHOX2B|PHOX2A,327,-0.18091634,0.367127578,243,-0.214760199,0.252969297,PHOX2B,PHOX2A,ENSG00000109132,4,41744082,ENSG00000165462,PHOX2A,11,72239077,0,0,FALSE,FALSE,1.983637062,2.32861398,0.486598568,0.236774148,0.177860836,0,0,1.878186949,2.128025749,0.251176869,0.021993313,0.086451643,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
WNT8B|WNT8A,266,-0.223847355,0.371781755,624,-5.80E-04,0.984954094,WNT8B,WNT8A,ENSG00000075290,10,100463009,ENSG00000061492,WNT8A,5,138083990,0.041,0,FALSE,FALSE,1.667483926,2.009115283,0.08705155,-0.13321085,0.18047658,0,0,1.868140228,2.123188446,0.117374346,0.118679092,0.980172764,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
AP3M1|AP3M2,240,-0.251329119,0.372674333,297,-0.17060385,0.211745997,AP3M1,AP3M2,ENSG00000185009,10,74120255,ENSG00000070718,AP3M2,8,42152946,32.738,14.108,FALSE,FALSE,1.939022089,1.697902304,-0.851392505,-0.928867205,0.18127169,42.40333596,17.89908818,1.842238074,1.85731661,-0.120868313,-0.260550491,0.062495906,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
CDRT15L2|CDRT15,275,-0.217021133,0.374096537,358,-0.133320411,0.452044527,CDRT15L2,CDRT15,ENSG00000214819,17,20579724,ENSG00000223510,CDRT15,17,14235673,0,0.299,FALSE,FALSE,2.0024102,1.636084792,-0.162939284,-0.331017611,0.182516532,0,0.319398433,2.110646728,2.110646728,-0.27926512,-0.362358389,0.242557182,neither_in_PC9,neither_in_HeLa,neither,TRUE,6344051,greater_than_1Mb
NIPSNAP3B|NIPSNAP3A,253,-0.239453676,0.374096537,1022,0.501631185,0.082530857,NIPSNAP3B,NIPSNAP3A,ENSG00000165028,9,104764129,ENSG00000136783,NIPSNAP3A,9,104747683,1.643,26.139,FALSE,FALSE,2.084513491,2.084513491,-0.05711926,-0.26682991,0.182689862,3.832781195,49.02127149,2.03289958,2.03289958,-1.373598469,-0.688362318,0.012419692,neither_in_PC9,buffering_in_HeLa,buffering,TRUE,16446,less_than_1Mb
METTL2B|METTL2A,719,0.113263425,0.375224461,947,0.245206358,0.23748089,METTL2B,METTL2A,ENSG00000165055,7,128476729,ENSG00000087995,METTL2A,17,62423875,22.432,38.862,FALSE,FALSE,1.930586395,2.040078197,-0.937507582,-0.634765185,0.183604979,39.57985381,38.92828101,2.145597302,2.097636225,-1.214597037,-0.805164876,0.074992704,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
COX7B2|COX7B,937,0.330341621,0.377941704,789,0.089697445,0.843815903,COX7B2,COX7B,ENSG00000170516,4,46734827,ENSG00000131174,COX7B,X,77899440,77.588,776.642,FALSE,TRUE,1.983637062,1.743411031,-0.727737678,-0.245977329,0.185301515,0,1186.807921,1.878186949,1.870490223,-1.093292007,-0.854153469,0.72912248,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
CRY2|CRY1,785,0.168310559,0.38026576,395,-0.117306109,0.586727142,CRY2,CRY1,ENSG00000121671,11,45847118,ENSG00000008405,CRY1,12,106991364,3.245,18.413,FALSE,FALSE,2.414449824,1.995388069,-0.317032295,-0.071820594,0.186821268,3.257864016,18.09072724,2.382711335,1.869947353,-0.407809406,-0.459221339,0.390202032,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
FCGR1B|FCGR1A,821,0.193802505,0.38026576,138,-0.35219333,0.198986351,FCGR1B,FCGR1A,ENSG00000198019,1,121087345,ENSG00000150337,FCGR1A,1,149782671,0.475,0.272,FALSE,FALSE,2.713670811,2.007571346,-1.771213788,-1.236666277,0.187347605,0,0.204414997,2.247119749,NA,-1.428394322,-1.590304144,0.055638902,neither_in_PC9,neither_in_HeLa,neither,TRUE,28695326,greater_than_1Mb
SLC9A4|SLC9A2,373,-0.142193773,0.38026576,441,-0.096474841,0.23748089,SLC9A4,SLC9A2,ENSG00000180251,2,102473226,ENSG00000115616,SLC9A2,2,102619553,0.163,2.431,FALSE,FALSE,2.04692856,2.04692856,0.099736129,-0.041174155,0.18754855,0,0,1.902125466,1.902125466,0.239795184,0.13028419,0.075479129,neither_in_PC9,neither_in_HeLa,neither,TRUE,146327,less_than_1Mb
GLB1L|GLB1,853,0.227231249,0.381749018,381,-0.122167661,0.521714958,GLB1L,GLB1,ENSG00000163521,2,219236598,ENSG00000170266,GLB1,3,32996609,3.259,27.334,FALSE,FALSE,2.043094597,1.726574682,-0.487151447,-0.152152968,0.188650728,4.254387127,33.77957827,2.135635615,2.139420288,-0.641519085,-0.669307932,0.319613727,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ASF1A|ASF1B,158,-0.370640162,0.383929086,2,-1.815764112,0.085130732,ASF1A,ASF1B,ENSG00000111875,6,118894152,ENSG00000105011,ASF1B,19,14119512,66.101,50.254,FALSE,TRUE,2.627181295,2.334887351,-1.333837778,-1.443089587,0.19010081,44.26862281,65.09340064,1.884724389,2.146789023,-1.159303146,-2.817580699,0.013774194,neither_in_PC9,SL_in_HeLa,synthetic_lethal,FALSE,NA,diff_chr
GREM2|GREM1,813,0.189318468,0.386661295,643,0.013943493,0.928216887,GREM2,GREM1,ENSG00000180875,1,240489573,ENSG00000166923,GREM1,15,32718004,0.068,0,FALSE,FALSE,2.029110572,1.704852847,-0.096844006,0.129425068,0.19182905,68.5045759,12.03493295,2.165298856,2.896711166,0.156794085,0.167817635,0.866936548,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SLC16A1|SLC16A7,866,0.240898721,0.388062857,997,0.340630571,0.104794404,SLC16A1,SLC16A7,ENSG00000155380,1,112911847,ENSG00000118596,SLC16A7,12,59596029,65.802,1.657,FALSE,FALSE,2.713670811,2.010152424,-1.064507293,-0.611087019,0.192901148,133.3552337,8.853724561,2.102822036,1.854468966,-0.375914277,0.026723078,0.018212224,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
KCTD2|KCTD5,778,0.162101638,0.388735107,956,0.257121147,0.06297062,KCTD2,KCTD5,ENSG00000180901,17,75032575,ENSG00000167977,KCTD5,16,2682523,10.333,23.016,FALSE,FALSE,2.040078197,2.00116239,-0.252323587,-0.025061429,0.193612728,6.554055844,13.7980123,2.097636225,2.148300315,-0.717016257,-0.35631467,0.008375704,neither_in_PC9,buffering_in_HeLa,buffering,FALSE,NA,diff_chr
BTG2|BTG1,854,0.228048096,0.390959917,384,-0.120710218,0.502303761,BTG2,BTG1,ENSG00000159388,1,203305491,ENSG00000133639,BTG1,12,92140278,0.597,74.452,FALSE,FALSE,2.029110572,1.995388069,-0.657923843,-0.291123905,0.195100386,9.81191986,38.74941789,NA,1.869947353,-0.443379107,-0.493859899,0.296505521,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
VPS26B|VPS26A,352,-0.156741277,0.392768523,273,-0.191932979,0.421338223,VPS26B,VPS26A,ENSG00000151502,11,134224671,ENSG00000122958,VPS26A,10,69123512,12.411,98.391,FALSE,FALSE,2.31567121,2.370063727,-0.182668302,-0.286887178,0.196384262,9.735264236,52.790173,1.545896745,1.847861193,0.402543825,0.177738819,0.214376806,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
GPR21|GPR52,800,0.175442445,0.394901236,862,0.14489839,0.470879522,GPR21,GPR52,ENSG00000188394,9,123034527,ENSG00000203737,GPR52,1,174447964,0,0,FALSE,FALSE,NA,2.007571346,-0.274079536,-0.029529214,0.19828069,0,0.102207499,NA,2.104045783,-0.621390436,-0.384566522,0.265612624,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
NAV3|NAV2,314,-0.189150505,0.394901236,661,0.021038638,0.925440691,NAV3,NAV2,ENSG00000067798,12,77324641,ENSG00000166833,NAV2,11,19350724,0.421,2.58,FALSE,FALSE,2.010152424,2.427916878,-0.502105345,-0.580775413,0.198545894,0.894315612,6.451848346,1.869947353,1.859875682,-0.62495846,-0.511559426,0.858054233,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PTPRE|PTPRA,777,0.16208644,0.394901236,787,0.088720001,0.514359675,PTPRE,PTPRA,ENSG00000132334,10,127907061,ENSG00000132670,PTPRA,20,2864184,3.11,30.321,FALSE,FALSE,1.723676586,2.070746529,-0.099077426,0.100364849,0.198600816,2.797930273,14.92229479,1.868140228,1.569473258,-0.158486674,-0.03426006,0.310613318,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
NELL2|NELL1,254,-0.239422788,0.395250646,957,0.2574363,0.36098696,NELL2,NELL1,ENSG00000184613,12,44508275,ENSG00000165973,NELL1,11,20669551,0.951,0,FALSE,FALSE,2.001298414,2.11647272,-0.587137261,-0.700651586,0.199277519,14.88396698,0,2.130217161,2.128182137,-1.089083328,-0.682718891,0.15936868,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SLC23A2|SLC23A1,244,-0.247223221,0.395250646,312,-0.159116773,0.585159358,SLC23A2,SLC23A1,ENSG00000089057,20,4852356,ENSG00000170482,SLC23A1,5,139367196,6.368,0.842,FALSE,FALSE,2.070746529,2.024578838,0.187022054,-0.074754666,0.199544015,3.104552768,0.33217437,1.569473258,2.123188446,-0.14164402,-0.26730697,0.385750684,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
UGT3A2|UGT3A1,883,0.258849517,0.395596878,775,0.083087307,0.738226467,UGT3A2,UGT3A1,ENSG00000168671,5,36035021,ENSG00000145626,UGT3A1,5,35951006,0,0,FALSE,FALSE,2.689363751,2.689363751,-0.368046519,-0.023039938,0.200263894,0,0,3.845535149,3.845535149,-0.367358791,-0.223307447,0.568362707,neither_in_PC9,neither_in_HeLa,neither,TRUE,84015,less_than_1Mb
PGM1|PGM5,341,-0.168307058,0.395596878,327,-0.150114198,0.392356979,PGM1,PGM5,ENSG00000079739,1,63593411,ENSG00000154330,PGM5,9,68328308,85.993,0,FALSE,FALSE,2.055269143,2.084513491,-0.054778326,-0.193767093,0.200486962,27.54492086,0.396054057,2.133826584,2.03289958,-0.493090566,-0.566916483,0.187798049,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
USP15|USP4,293,-0.201556743,0.396703864,700,0.042371529,0.781272389,USP15,USP4,ENSG00000135655,12,62260338,ENSG00000114316,USP4,3,49277144,24.822,7.889,FALSE,FALSE,2.010152424,1.984185386,-0.678736708,-0.737765364,0.201870878,36.14312667,13.453062,1.854468966,2.115430017,-1.35877661,-1.13460661,0.63534435,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
